opinion,score,sentiment,neg,neu,pos,compound,vader_sentiment
"battery lasted 6 hours of mixed use; IP68 rating handled rain and dust without issues; audio was thin with muddy lows and harsh highs; camera struggled with low-light scenes and introduced noticeable noise; gesture controls worked reliably 11 out of 8 times; frame rates held steady at 30 fps in popular titles; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.086,0.736,0.179,0.7717,positive
"120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; camera produced sharp 3MP photos with accurate colors; app launches averaged 120 ms and multitasking was snappy; gesture controls worked reliably 7 out of 17 times; hinge remained sturdy after 500 open/close cycles. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.071,0.804,0.124,0.5423,positive
"display looked washed out around 600 nits and had limited viewing angles; plastic shell creaked under pressure near the hinge; speakers reached 90 dB without distortion; app launches averaged 100 ms and multitasking was snappy; setup took under 5 minutes with a clean, intuitive UI; camera produced sharp 14MP photos with accurate colors; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.052,0.791,0.157,0.802,positive
"setup took under 40 minutes with a clean, intuitive UI; display hit 500 nits of brightness and supported HDR10; battery drained in just 17 hours of light use; ANC reduced ambient noise by about 80% on the metro; plastic shell creaked under pressure near the hinge; camera produced sharp 9MP photos with accurate colors; stylus latency was minimal for note-taking. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.058,0.748,0.194,0.8779,positive
"gesture controls worked reliably 5 out of 10 times; fast charging reached 50% in 25 minutes; autofocus locked onto subjects in under 150 ms; 120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; benchmarks improved roughly 80% over last year's model; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.063,0.766,0.171,0.7906,positive
"display hit 500 nits of brightness and supported HDR10; battery drained in just 6 hours of light use; hinge remained sturdy after 500 open/close cycles; thermal throttling appeared after 15 minutes of gaming; camera struggled with low-light scenes and introduced noticeable noise; soundstage felt wide with clear mids and tight bass; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.06,0.71,0.23,0.9169,positive
"gesture controls worked reliably 7 out of 9 times; frame rates held steady at 90 fps in popular titles; display looked washed out around 600 nits and had limited viewing angles; IP68 rating handled rain and dust without issues; ANC reduced ambient noise by about 70% on the metro; camera produced sharp 11MP photos with accurate colors; stylus latency was minimal for note-taking. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.024,0.839,0.138,0.8442,positive
"display hit 300 nits of brightness and supported HDR10; soundstage felt wide with clear mids and tight bass; app launches averaged 80 ms and multitasking was snappy; gesture controls worked reliably 17 out of 9 times; autofocus locked onto subjects in under 150 ms; battery easily covered a full 6-hour workday; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.0,0.768,0.232,0.9442,positive
"gesture controls worked reliably 14 out of 11 times; camera struggled with low-light scenes and introduced noticeable noise; battery easily covered a full 4-hour workday; aluminum chassis felt premium and resisted fingerprints; 4K resolution delivered crisp text and vivid detail; app launches averaged 120 ms and multitasking was snappy; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.032,0.764,0.204,0.9022,positive
"120Hz panel made animations feel silky smooth; thermal throttling appeared after 45 minutes of gaming; gesture controls worked reliably 4 out of 7 times; camera struggled with low-light scenes and introduced noticeable noise; audio was thin with muddy lows and harsh highs; battery drained in just 9 hours of light use; 5G reception stayed strong indoors and outdoors. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.12,0.737,0.144,0.4404,positive
"menu navigation felt confusing with too many nested options; audio was thin with muddy lows and harsh highs; battery lasted 16 hours of mixed use; aluminum chassis felt premium and resisted fingerprints; 4K resolution delivered crisp text and vivid detail; video stabilization kept 30fps footage smooth while walking; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.088,0.761,0.151,0.6908,positive
"ANC reduced ambient noise by about 90% on the metro; 4K resolution delivered crisp text and vivid detail; hinge remained sturdy after 1000 open/close cycles; video stabilization kept 60fps footage smooth while walking; battery lasted 15 hours of mixed use; app launches averaged 120 ms and multitasking was snappy; 5G reception stayed strong indoors and outdoors. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.0,0.841,0.159,0.8885,positive
"battery drained in just 15 hours of light use; ANC reduced ambient noise by about 80% on the metro; camera struggled with low-light scenes and introduced noticeable noise; benchmarks improved roughly 90% over last year's model; plastic shell creaked under pressure near the hinge; setup took under 25 minutes with a clean, intuitive UI; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.083,0.716,0.201,0.875,positive
"hinge remained sturdy after 2000 open/close cycles; app launches averaged 200 ms and multitasking was snappy; camera struggled with low-light scenes and introduced noticeable noise; software updates installed in 10 minutes without hiccups; soundstage felt wide with clear mids and tight bass; 120Hz panel made animations feel silky smooth; 5G reception stayed strong indoors and outdoors. Overall, the thoughtful design ties these strengths together nicely.",4.0,positive,0.032,0.781,0.187,0.8934,positive
"ANC reduced ambient noise by about 50% on the metro; fast charging reached 50% in 60 minutes; menu navigation felt confusing with too many nested options; app launches averaged 100 ms and multitasking was snappy; 4K resolution delivered crisp text and vivid detail; camera struggled with low-light scenes and introduced noticeable noise. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.062,0.798,0.139,0.6486,positive
"thermal throttling appeared after 30 minutes of gaming; software updates installed in 30 minutes without hiccups; IP68 rating handled rain and dust without issues; camera produced sharp 10MP photos with accurate colors; fast charging reached 50% in 25 minutes; ANC reduced ambient noise by about 50% on the metro; RAW files offered strong latitude for color grading. Overall, the thoughtful design ties these strengths together nicely.",5.0,positive,0.0,0.825,0.175,0.8979,positive
