product_name,opinion_id,sentiment,opinion,score,date,sntiment,product_name;opinion_id;sentiment;opinion(text);date,product_name;opinion_id;sentiment;opinion;score;date,Product Name,Opinion ID,Sentiment,Opinion,Score,statement
Apple MacBook Pro,144c6670-e11c-41d5-8fec-c67d76b0de8c,positive,"gesture controls worked reliably 11 out of 8 times; display hit 400 nits of brightness and supported HDR10; frame rates held steady at 30 fps in popular titles; battery drained in just 7 hours of light use; IP68 rating handled rain and dust without issues; audio was thin with muddy lows and harsh highs; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-02-16,,,,,,,,,
Microsoft Surface Pro 9,e1457966-6cd3-4506-94c4-9d1acd0e5810,positive,"video stabilization kept 120fps footage smooth while walking; plastic shell creaked under pressure near the hinge; gesture controls worked reliably 4 out of 10 times; ANC reduced ambient noise by about 80% on the metro; fast charging reached 50% in 35 minutes; display hit 600 nits of brightness and supported HDR10; stylus latency was minimal for note-taking. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-05-17,,,,,,,,,
Asus ROG Gaming Laptop,4b5ed43d-e6af-4a10-8337-914cb0e09a07,positive,"software updates installed in 5 minutes without hiccups; aluminum chassis felt premium and resisted fingerprints; benchmarks improved roughly 40% over last year's model; audio was thin with muddy lows and harsh highs; battery easily covered a full 11-hour workday; display hit 500 nits of brightness and supported HDR10; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-02-25,,,,,,,,,
Sony WH-1000XM5 Headphones,8c6adcd3-89ea-49e9-b7e3-fe73958a262c,positive,"speakers reached 80 dB without distortion; display looked washed out around 800 nits and had limited viewing angles; setup took under 50 minutes with a clean, intuitive UI; hinge remained sturdy after 5000 open/close cycles; battery drained in just 17 hours of light use; benchmarks improved roughly 90% over last year's model; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-08-24,,,,,,,,,
Dell XPS 13 Laptop,b974a67e-1ff0-4765-8a97-00e867db38cf,positive,"video stabilization kept 30fps footage smooth while walking; audio was thin with muddy lows and harsh highs; battery drained in just 14 hours of light use; menu navigation felt confusing with too many nested options; frame rates held steady at 90 fps in popular titles; display hit 500 nits of brightness and supported HDR10; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",4.0,2025-03-20,,,,,,,,,
Apple iPhone 14,bfbec19d-7f21-41d8-869d-cbf386ecb7b4,positive,"battery easily covered a full 14-hour workday; display looked washed out around 400 nits and had limited viewing angles; software updates installed in 35 minutes without hiccups; camera struggled with low-light scenes and introduced noticeable noise; thermal throttling appeared after 15 minutes of gaming; soundstage felt wide with clear mids and tight bass; 5G reception stayed strong indoors and outdoors. Overall, the thoughtful design ties these strengths together nicely.",4.0,2024-12-12,,,,,,,,,
Apple MacBook Pro,a15ec980-df5d-4ec6-a7b0-1dadcea2e933,positive,"setup took under 60 minutes with a clean, intuitive UI; fast charging reached 50% in 10 minutes; soundstage felt wide with clear mids and tight bass; video stabilization kept 30fps footage smooth while walking; app launches averaged 200 ms and multitasking was snappy; display looked washed out around 400 nits and had limited viewing angles; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-09-30,,,,,,,,,
Sony WH-1000XM5 Headphones,e506b217-d657-4f90-a894-40a95288bc4b,positive,"soundstage felt wide with clear mids and tight bass; video stabilization kept 60fps footage smooth while walking; menu navigation felt confusing with too many nested options; display looked washed out around 600 nits and had limited viewing angles; battery lasted 4 hours of mixed use; benchmarks improved roughly 70% over last year's model; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-10-17,,,,,,,,,
Sony PlayStation 5,ad3b17fc-e270-428e-9dd9-4e89a13b4ea8,positive,"camera produced sharp 7MP photos with accurate colors; ANC reduced ambient noise by about 50% on the metro; gesture controls worked reliably 4 out of 7 times; display looked washed out around 400 nits and had limited viewing angles; IP68 rating handled rain and dust without issues; battery easily covered a full 16-hour workday; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-06-18,,,,,,,,,
Samsung Galaxy S23,1f396d37-b00d-495e-ad7b-c1560ea71e58,positive,"thermal throttling appeared after 15 minutes of gaming; software updates installed in 35 minutes without hiccups; display hit 400 nits of brightness and supported HDR10; autofocus locked onto subjects in under 150 ms; IP68 rating handled rain and dust without issues; audio was thin with muddy lows and harsh highs; 5G reception stayed strong indoors and outdoors. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-01-12,,,,,,,,,
Canon EOS R Camera,2d7ed538-056a-43a8-a094-ebe15cba3434,positive,"app launches averaged 150 ms and multitasking was snappy; 120Hz panel made animations feel silky smooth; battery drained in just 9 hours of light use; soundstage felt wide with clear mids and tight bass; gesture controls worked reliably 5 out of 8 times; camera struggled with low-light scenes and introduced noticeable noise; RAW files offered strong latitude for color grading. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-07-20,,,,,,,,,
Apple AirPods Pro,9fe4846f-347f-4a3a-8f2e-03e6d400c319,positive,"display hit 600 nits of brightness and supported HDR10; camera produced sharp 10MP photos with accurate colors; frame rates held steady at 90 fps in popular titles; battery easily covered a full 17-hour workday; gesture controls worked reliably 5 out of 14 times; plastic shell creaked under pressure near the hinge; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-06-13,,,,,,,,,
Razer BlackWidow Keyboard,22a3ecef-3839-49d4-8312-c64e328c2d3b,positive,"plastic shell creaked under pressure near the hinge; fast charging reached 50% in 10 minutes; display looked washed out around 400 nits and had limited viewing angles; thermal throttling appeared after 25 minutes of gaming; setup took under 40 minutes with a clean, intuitive UI; ANC reduced ambient noise by about 30% on the metro; ergonomic design reduced wrist strain during long sessions. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-01-15,,,,,,,,,
LG OLED TV,4893c935-11dd-415d-b757-97eab3b57f4e,positive,"battery lasted 6 hours of mixed use; IP68 rating handled rain and dust without issues; audio was thin with muddy lows and harsh highs; camera struggled with low-light scenes and introduced noticeable noise; gesture controls worked reliably 11 out of 8 times; frame rates held steady at 30 fps in popular titles; Dolby Vision and eARC worked flawlessly with the soundbar. Overall, the thoughtful design ties these strengths together nicely.",4.0,2025-05-05,,,,,,,,,
JBL Flip 6 Speaker,32f9aa74-79b3-4be3-aa38-a0f18aeb92a2,positive,"120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; camera produced sharp 3MP photos with accurate colors; app launches averaged 120 ms and multitasking was snappy; gesture controls worked reliably 7 out of 17 times; hinge remained sturdy after 500 open/close cycles. Overall, the thoughtful design ties these strengths together nicely.",4.0,2025-03-06,,,,,,,,,
Sony PlayStation 5,93ac3d37-664e-4452-87e8-6adb6fa22a7a,positive,"display looked washed out around 600 nits and had limited viewing angles; plastic shell creaked under pressure near the hinge; speakers reached 90 dB without distortion; app launches averaged 100 ms and multitasking was snappy; setup took under 5 minutes with a clean, intuitive UI; camera produced sharp 14MP photos with accurate colors; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-03-23,,,,,,,,,
Microsoft Surface Pro 9,73aab449-55b6-42fa-93e0-c9ba639dd876,positive,"setup took under 40 minutes with a clean, intuitive UI; display hit 500 nits of brightness and supported HDR10; battery drained in just 17 hours of light use; ANC reduced ambient noise by about 80% on the metro; plastic shell creaked under pressure near the hinge; camera produced sharp 9MP photos with accurate colors; stylus latency was minimal for note-taking. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-06-14,,,,,,,,,
Nintendo Switch Console,b723e1bb-3e5b-443e-bef5-5457d02c5ef7,positive,"gesture controls worked reliably 5 out of 10 times; fast charging reached 50% in 25 minutes; autofocus locked onto subjects in under 150 ms; 120Hz panel made animations feel silky smooth; audio was thin with muddy lows and harsh highs; benchmarks improved roughly 80% over last year's model; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",4.0,2025-05-06,,,,,,,,,
HP Spectre x360,43b83801-8314-43b0-859d-a5b5f0afdd3b,positive,"display hit 500 nits of brightness and supported HDR10; battery drained in just 6 hours of light use; hinge remained sturdy after 500 open/close cycles; thermal throttling appeared after 15 minutes of gaming; camera struggled with low-light scenes and introduced noticeable noise; soundstage felt wide with clear mids and tight bass; trackpad gestures and keyboard backlighting improved workflow. Overall, the thoughtful design ties these strengths together nicely.",4.0,2024-12-26,,,,,,,,,
Samsung Galaxy Tab S8,c5e6d8a5-98a8-4f3e-a2d7-8824eb902b70,positive,"gesture controls worked reliably 7 out of 9 times; frame rates held steady at 90 fps in popular titles; display looked washed out around 600 nits and had limited viewing angles; IP68 rating handled rain and dust without issues; ANC reduced ambient noise by about 70% on the metro; camera produced sharp 11MP photos with accurate colors; stylus latency was minimal for note-taking. Overall, the thoughtful design ties these strengths together nicely.",4.0,2024-12-19,,,,,,,,,
Sony PlayStation 5,0fd1a759-a294-4c2d-be41-da10e2b48cb1,positive,"display hit 300 nits of brightness and supported HDR10; soundstage felt wide with clear mids and tight bass; app launches averaged 80 ms and multitasking was snappy; gesture controls worked reliably 17 out of 9 times; autofocus locked onto subjects in under 150 ms; battery easily covered a full 6-hour workday; quick resume jumped between games in seconds. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-08-30,,,,,,,,,
Apple AirPods Pro,e5c8d62f-20ad-4a01-93ef-2c71733950e8,positive,"gesture controls worked reliably 14 out of 11 times; camera struggled with low-light scenes and introduced noticeable noise; battery easily covered a full 4-hour workday; aluminum chassis felt premium and resisted fingerprints; 4K resolution delivered crisp text and vivid detail; app launches averaged 120 ms and multitasking was snappy; Bluetooth codec support (AAC/LDAC) ensured stable streaming. Overall, the thoughtful design ties these strengths together nicely.",5.0,2025-05-08,,,,,,,,,
